(other),0
Organic Search,1
Organic Shopping,10
Email,11
Mobile Push Notifications,12
SMS,13
Paid Social,14
Affiliates,15
Direct,2
Unassigned,3
Referral,4
Paid Search,5
Paid Other,6
Display,7
Organic Social,8
Organic Video,9
