(other),0
Direct,1
Organic Video,10
Display,11
Organic Shopping,12
SMS,13
Paid Social,14
Affiliates,15
Organic Search,2
Unassigned,3
Paid Search,4
Paid Other,5
Referral,6
Organic Social,7
Mobile Push Notifications,8
Email,9
